accession	source_database	name	taxId	scientificName	length	entry_accession	entry_protein_locations
A0A2X0MT37	unreviewed	TNase-like domain-containing protein	796604	Microbotryum silenes-dioicae	256	PF00565	128..239	
A0A2X0NBW1	unreviewed	TNase-like domain-containing protein	289078	Microbotryum saponariae	256	PF00565	128..239	
A0A2Y9DWN3	unreviewed	Staphylococcal nuclease domain-containing protein	127582	Trichechus manatus latirostris	910	PF00565	50..166,220..327,368..495,553..659,847..894	
A0A2Y9JYC0	unreviewed	Staphylococcal nuclease domain-containing protein	391180	Enhydra lutris kenyoni	909	PF00565	51..166,220..327,368..495,553..659,846..893	
A0A2Y9P2S1	unreviewed	Staphylococcal nuclease domain-containing protein	9749	Delphinapterus leucas	910	PF00565	51..166,220..327,368..495,553..659,847..894	
A0A2Z6M093	unreviewed	TNase-like domain-containing protein	3900	Trifolium subterraneum	223	PF00565	45..153	
A0A2Z6M7I2	unreviewed	TNase-like domain-containing protein	3900	Trifolium subterraneum	330	PF00565	218..312	
A0A2Z6MJI1	unreviewed	Uncharacterized protein	3900	Trifolium subterraneum	767	PF00565	47..142,394..493,638..746	
A0A2Z6P348	unreviewed	Ribonuclease	3900	Trifolium subterraneum	992	PF00565	44..152,270..365,412..556,618..715,863..968	
A0A2Z6Q6E1	unreviewed	Endonuclease LCL3	94130	Rhizophagus clarus	879	PF00565	35..148,207..315,355..465,523..627,774..869	
A0A2Z7CF65	unreviewed	TNase-like domain-containing protein	472368	Dorcoceras hygrometricum	432	PF00565	221..315	
A0A2Z7DEI5	unreviewed	Ribonuclease	472368	Dorcoceras hygrometricum	977	PF00565	38..145,267..360,407..543,604..702,850..955	
A0A314XXX4	unreviewed	TNase-like domain-containing protein	2094558	Prunus yedoensis var. nudiflora	361	PF00565	249..343	
A0A314YWH2	unreviewed	TNase-like domain-containing protein	2094558	Prunus yedoensis var. nudiflora	158	PF00565	71..158	
A0A314YYE9	unreviewed	TNase-like domain-containing protein	2094558	Prunus yedoensis var. nudiflora	155	PF00565	71..155	
A0A314Z7D7	unreviewed	TNase-like domain-containing protein	2094558	Prunus yedoensis var. nudiflora	339	PF00565	238..324	
A0A316U8R1	unreviewed	TNase-like domain-containing protein	1684307	Pseudomicrostroma glucosiphilum	283	PF00565	167..253	
A0A316UDI0	unreviewed	TNase-like domain-containing protein	1684307	Pseudomicrostroma glucosiphilum	1008	PF00565	231..373,416..528,588..697	
A0A316UYS6	unreviewed	TNase-like domain-containing protein	1569628	Jaminaea rosea	999	PF00565	229..369,412..526,586..695	
A0A316UZJ2	unreviewed	Mediator of RNA polymerase II transcription subunit 6	1569628	Jaminaea rosea	533	PF00565	390..515	
A0A316V128	unreviewed	Transcription factor	1280837	Meira miltonrushii	1017	PF00565	231..359,423..535,595..701	
A0A316V7B1	unreviewed	TNase-like domain-containing protein	1280837	Meira miltonrushii	246	PF00565	101..187	
A0A316VQP7	unreviewed	Transcription factor	1522189	Ceraceosorus guamensis	1014	PF00565	245..376,434..549,610..715	
A0A316W766	unreviewed	TNase-like domain-containing protein	1522189	Ceraceosorus guamensis	297	PF00565	146..253	
A0A316YVS3	unreviewed	TNase-like domain-containing protein	215250	Acaromyces ingoldii	260	PF00565	119..240	
A0A316YWF5	unreviewed	Transcription factor	215250	Acaromyces ingoldii	1001	PF00565	50..147,233..367,412..527,587..692	
A0A316Z7J5	unreviewed	Transcription factor	58919	Tilletiopsis washingtonensis	978	PF00565	225..354,409..524,584..690	
A0A316ZFJ1	unreviewed	TNase-like domain-containing protein	58919	Tilletiopsis washingtonensis	300	PF00565	152..279	
A0A317SI37	unreviewed	Probable endonuclease LCL3	42249	Tuber magnatum	880	PF00565	30..138,199..309,345..454,513..618,776..873	
A0A317SJ92	unreviewed	Probable endonuclease LCL3	42249	Tuber magnatum	257	PF00565	127..236	
A0A317UUS0	unreviewed	Probable endonuclease LCL3	1448314	Aspergillus eucalypticola (strain CBS 122712 / IBT 29274)	1389	PF00565	201..306,345..455,513..618	
A0A317WKT4	unreviewed	Probable endonuclease LCL3	1448321	Aspergillus heteromorphus CBS 117.55	272	PF00565	122..238	
A0A317WM03	unreviewed	Probable endonuclease LCL3	1448314	Aspergillus eucalypticola (strain CBS 122712 / IBT 29274)	276	PF00565	130..247	
A0A317WWR4	unreviewed	Probable endonuclease LCL3	1448321	Aspergillus heteromorphus CBS 117.55	882	PF00565	201..306,345..455,513..618,826..875	
A0A317XCR1	unreviewed	Probable endonuclease LCL3	1450535	Aspergillus sclerotioniger CBS 115572	882	PF00565	201..306,345..455,513..618,780..875	
A0A317XFV3	unreviewed	Probable endonuclease LCL3	1450535	Aspergillus sclerotioniger CBS 115572	283	PF00565	132..249	
A0A317XL19	unreviewed	Transcription factor	1882483	Testicularia cyperi	1027	PF00565	259..392,443..553,613..719	
A0A317XX41	unreviewed	TNase-like domain-containing protein	1882483	Testicularia cyperi	327	PF00565	175..309	
A0A318YQ21	unreviewed	Probable endonuclease LCL3	1448310	Aspergillus neoniger (strain CBS 115656)	266	PF00565	128..245	
A0A318YT32	unreviewed	Probable endonuclease LCL3	1448310	Aspergillus neoniger (strain CBS 115656)	883	PF00565	201..306,345..455,513..618,780..876	
A0A318ZR85	unreviewed	Probable endonuclease LCL3	1450539	Aspergillus saccharolyticus JOP 1030-1	284	PF00565	134..251	
A0A319AAV4	unreviewed	Probable endonuclease LCL3	1450539	Aspergillus saccharolyticus JOP 1030-1	883	PF00565	201..306,346..456,514..619,827..876	
A0A319AXX7	unreviewed	Probable endonuclease LCL3	1450533	Aspergillus lacticoffeatus (strain CBS 101883)	883	PF00565	201..306,345..455,513..618,780..876	
A0A319AY41	unreviewed	Probable endonuclease LCL3	1450533	Aspergillus lacticoffeatus (strain CBS 101883)	275	PF00565	129..246	
A0A319B141	unreviewed	Probable endonuclease LCL3	1448311	Aspergillus vadensis (strain CBS 113365 / IMI 142717 / IBT 24658)	274	PF00565	128..245	
A0A319BD66	unreviewed	Probable endonuclease LCL3	1448311	Aspergillus vadensis (strain CBS 113365 / IMI 142717 / IBT 24658)	883	PF00565	201..306,345..455,513..618,780..876	
A0A319CGL1	unreviewed	Probable endonuclease LCL3	1448315	Aspergillus uvarum CBS 121591	277	PF00565	127..244	
A0A319CXM0	unreviewed	Probable endonuclease LCL3	1448315	Aspergillus uvarum CBS 121591	883	PF00565	201..306,346..456,514..619,819..876	
A0A319DDY4	unreviewed	Probable endonuclease LCL3	1448320	Aspergillus ellipticus CBS 707.79	265	PF00565	124..241	
A0A319E2C6	unreviewed	Probable endonuclease LCL3	1448318	Aspergillus sclerotiicarbonarius (strain CBS 121057 / IBT 28362)	290	PF00565	139..256	
A0A319E7U9	unreviewed	Probable endonuclease LCL3	1448318	Aspergillus sclerotiicarbonarius (strain CBS 121057 / IBT 28362)	883	PF00565	201..306,345..455,513..618,780..876	
A0A319ECW1	unreviewed	Probable endonuclease LCL3	1448320	Aspergillus ellipticus CBS 707.79	882	PF00565	200..305,344..454,512..617,779..875	
A0A328DBR4	unreviewed	Ribonuclease	267555	Cuscuta australis	976	PF00565	40..147,272..361,408..548,610..705,854..954	
A0A328E2Z1	unreviewed	TNase-like domain-containing protein	267555	Cuscuta australis	331	PF00565	217..311	
A0A329RWZ7	unreviewed	Nuclease domain-containing protein 1	29920	Phytophthora cactorum	919	PF00565	34..147,204..318,360..486,548..667,814..907	
A0A329SAB9	unreviewed	TNase-like domain-containing protein	29920	Phytophthora cactorum	243	PF00565	116..226	
A0A336MH54	unreviewed	TNase-like domain-containing protein	179676	Culicoides sonorensis	158	PF00565	44..152	
A0A336MZY1	unreviewed	TNase-like domain-containing protein	179676	Culicoides sonorensis	136	PF00565	4..123	
A0A336N2A2	unreviewed	TNase-like domain-containing protein	179676	Culicoides sonorensis	224	PF00565	4..126	
A0A336NA88	unreviewed	TNase-like domain-containing protein	179676	Culicoides sonorensis	284	PF00565	64..186	
A0A340W9G6	unreviewed	Staphylococcal nuclease domain-containing protein	118797	Lipotes vexillifer	910	PF00565	51..166,220..327,368..495,553..659,847..894	
A0A341CV54	unreviewed	Staphylococcal nuclease domain-containing protein	1706337	Neophocaena asiaeorientalis asiaeorientalis	910	PF00565	51..166,220..327,368..495,553..659,847..894	
A0A346T1G9	unreviewed	TNase-like domain-containing protein	2306717	Populus sp. JD-2018	335	PF00565	223..317	
A0A364KZ18	unreviewed	Probable endonuclease LCL3	1196081	Talaromyces amestolkiae	882	PF00565	30..139,199..304,343..453,511..616,819..875	
A0A364L063	unreviewed	Probable endonuclease LCL3	1196081	Talaromyces amestolkiae	668	PF00565	492..609	
A0A364M1H6	unreviewed	Probable endonuclease LCL3	5059	Aspergillus flavus	277	PF00565	130..247	
A0A364MG10	unreviewed	Probable endonuclease LCL3	5059	Aspergillus flavus	881	PF00565	200..306,345..455,513..618,780..874	
A0A364N3T9	unreviewed	Probable endonuclease LCL3	183478	Stemphylium lycopersici	882	PF00565	198..307,346..457,514..619	
A0A365MR16	unreviewed	Probable endonuclease LCL3	948311	Gibberella intermedia	268	PF00565	133..242	
A0A365NCW3	unreviewed	Probable endonuclease LCL3	948311	Gibberella intermedia	885	PF00565	32..139,198..304,342..452,510..615	
A0A366QQ05	unreviewed	Probable endonuclease LCL3	231269	Fusarium coffeatum	885	PF00565	32..139,198..304,342..452,510..615	
A0A366QT58	unreviewed	Probable endonuclease LCL3	231269	Fusarium coffeatum	271	PF00565	138..247	
A0A367J462	unreviewed	TNase-like domain-containing protein	86630	Rhizopus azygosporus	248	PF00565	125..235	
A0A367JTY1	unreviewed	Uncharacterized protein	86630	Rhizopus azygosporus	744	PF00565	34..142,199..307,362..464,524..628	
A0A367K7N1	unreviewed	Staphylococcal nuclease domain-containing protein	86630	Rhizopus azygosporus	882	PF00565	34..142,199..307,362..464,524..628,765..866	
A0A367KFU0	unreviewed	TNase-like domain-containing protein	86630	Rhizopus azygosporus	248	PF00565	125..235	
A0A367KJL8	unreviewed	TNase-like domain-containing protein	4846	Rhizopus stolonifer	236	PF00565	117..222	
A0A367KT78	unreviewed	Uncharacterized protein	4846	Rhizopus stolonifer	882	PF00565	34..142,199..307,371..464,524..628,765..866	
A0A367KXW0	unreviewed	TNase-like domain-containing protein	4846	Rhizopus stolonifer	202	PF00565	77..188	
A0A367L2R4	unreviewed	Probable endonuclease LCL3	1330021	Ophiocordyceps polyrhachis-furcata BCC 54312	885	PF00565	33..141,198..304,342..451,510..615	
A0A367LK63	unreviewed	Probable endonuclease LCL3	1330021	Ophiocordyceps polyrhachis-furcata BCC 54312	1586	PF00565	127..236	
A0A367YBQ9	unreviewed	Probable endonuclease LCL3	5486	Candida viswanathii	235	PF00565	107..216	
A0A367YFR9	unreviewed	Probable endonuclease LCL3	5486	Candida viswanathii	235	PF00565	107..216	
A0A367YK07	unreviewed	Nuclease domain-containing protein 1	5486	Candida viswanathii	898	PF00565	180..289,339..458,540..621	
A0A368G1W5	unreviewed	TNase-like domain-containing protein	29170	Ancylostoma caninum	254	PF00565	11..115	
A0A368G630	unreviewed	TNase-like domain-containing protein	29170	Ancylostoma caninum	212	PF00565	52..165	
A0A368G707	unreviewed	Staphylococcal nuclease domain-containing protein 1	29170	Ancylostoma caninum	327	PF00565	1..79,227..318	
A0A368R5I5	unreviewed	TNase-like domain-containing protein	4555	Setaria italica	278	PF00565	165..259	
A0A368RSC8	unreviewed	Uncharacterized protein	4555	Setaria italica	1097	PF00565	37..145,271..362,410..542,607..702,956..1032	
A0A368RTE9	unreviewed	Ribonuclease	4555	Setaria italica	959	PF00565	37..145,208..262,307..439,497..592,795..894	
A0A368S2E0	unreviewed	TNase-like domain-containing protein	4555	Setaria italica	405	PF00565	283..383	
A0A368S2E4	unreviewed	TNase-like domain-containing protein	4555	Setaria italica	413	PF00565	283..359	
A0A368S415	unreviewed	TNase-like domain-containing protein	4555	Setaria italica	372	PF00565	283..336	
A0A369GFV3	unreviewed	Probable endonuclease LCL3	2039875	Ophiocordyceps camponoti-leonardi (nom. inval.)	264	PF00565	127..236	
A0A369GGX0	unreviewed	Probable endonuclease LCL3	2039875	Ophiocordyceps camponoti-leonardi (nom. inval.)	885	PF00565	33..141,198..304,342..451,510..615	
A0A369H2L8	unreviewed	Probable endonuclease LCL3	2039874	Ophiocordyceps camponoti-saundersi (nom. inval.)	885	PF00565	33..141,198..304,342..451,510..615	
A0A369H9V4	unreviewed	Probable endonuclease LCL3	2039874	Ophiocordyceps camponoti-saundersi (nom. inval.)	262	PF00565	127..236	
A0A369J6K9	unreviewed	TNase-like domain-containing protein	39966	Hypsizygus marmoreus	433	PF00565	138..256	
A0A369JRW7	unreviewed	Nuclease domain-containing protein 1	39966	Hypsizygus marmoreus	949	PF00565	79..185,243..366,415..524,585..690	
A0A369RXK8	unreviewed	TNase-like domain-containing protein	287889	Trichoplax sp. H2	234	PF00565	137..191	
A0A369SBC4	unreviewed	Staphylococcal nuclease domain-containing protein	287889	Trichoplax sp. H2	854	PF00565	37..145,202..308,382..443,500..604	
A0A370BQX5	unreviewed	Probable endonuclease LCL3	1353008	Aspergillus niger ATCC 13496	275	PF00565	129..246	
A0A370CC16	unreviewed	Probable endonuclease LCL3	1353008	Aspergillus niger ATCC 13496	883	PF00565	201..306,345..455,513..618,780..876	
A0A370PBZ9	unreviewed	Probable endonuclease LCL3	1353007	Aspergillus phoenicis ATCC 13157	883	PF00565	201..306,345..455,513..618,780..876	
A0A370PVN1	unreviewed	Probable endonuclease LCL3	1353007	Aspergillus phoenicis ATCC 13157	275	PF00565	129..246	
A0A370TH27	unreviewed	Probable endonuclease LCL3	2656787	Venustampulla echinocandica	260	PF00565	128..237	
A0A370U152	unreviewed	Probable endonuclease LCL3	2656787	Venustampulla echinocandica	952	PF00565	93..214,272..380,417..527,585..690	
A0A371D945	unreviewed	TNase-like domain-containing protein	139420	Polyporus brumalis	304	PF00565	139..254	
A0A371DC83	unreviewed	Transcription factor	139420	Polyporus brumalis	903	PF00565	35..141,200..322,369..479,540..646	
A0A371EFA6	unreviewed	Ribonuclease TUDOR 1	157652	Mucuna pruriens	1057	PF00565	112..220,337..432,479..623,684..782,929..1035	
A0A371I395	unreviewed	TNase-like domain-containing protein	157652	Mucuna pruriens	347	PF00565	232..326	
A0A371I730	unreviewed	Ribonuclease TUDOR 1	157652	Mucuna pruriens	1001	PF00565	42..151,270..362,615..712,858..966	
A0A372RR41	unreviewed	Transcription factor	1803374	Rhizophagus sp. MUCL 43196	876	PF00565	34..143,203..311,351..459,519..623,770..866	
A0A376B3U9	unreviewed	Probable endonuclease LCL3	36035	Saccharomycodes ludwigii	274	PF00565	146..258	
A0A381L468	unreviewed	Probable endonuclease LCL3	1268274	Blumeria graminis f. sp. tritici 96224	934	PF00565	255..361,400..510,568..672	
A0A381L505	unreviewed	Probable endonuclease LCL3	1268274	Blumeria graminis f. sp. tritici 96224	257	PF00565	126..235	
A0A383URW9	unreviewed	Probable endonuclease LCL3	2867405	Blumeria hordei	257	PF00565	126..235	
A0A383UUF1	unreviewed	Probable endonuclease LCL3	2867405	Blumeria hordei	877	PF00565	198..304,343..453,511..615	
A0A383VJI2	unreviewed	TNase-like domain-containing protein	3088	Tetradesmus obliquus	341	PF00565	91..197	
A0A383VM50	unreviewed	TNase-like domain-containing protein	3088	Tetradesmus obliquus	254	PF00565	2..103	
A0A383VY39	unreviewed	Ribonuclease	3088	Tetradesmus obliquus	1005	PF00565	38..151,290..380,422..550,617..727	
A0A383ZQ69	unreviewed	Staphylococcal nuclease domain-containing protein	310752	Balaenoptera acutorostrata scammoni	910	PF00565	51..166,220..327,368..495,553..659,847..894	
A0A383ZQR7	unreviewed	Staphylococcal nuclease domain-containing protein	310752	Balaenoptera acutorostrata scammoni	860	PF00565	24..116,170..277,318..445,503..609,797..844	
A0A384DB89	unreviewed	Staphylococcal nuclease domain-containing protein	29073	Ursus maritimus	910	PF00565	51..166,220..327,367..495,553..659,847..894	
A0A384JBS6	unreviewed	Probable endonuclease LCL3	332648	Botryotinia fuckeliana (strain B05.10)	876	PF00565	18..140,199..306,344..453,511..616	
A0A384JCD6	unreviewed	Probable endonuclease LCL3	332648	Botryotinia fuckeliana (strain B05.10)	939	PF00565	81..203,262..369,407..516,574..679	
A0A384JL99	unreviewed	Probable endonuclease LCL3	332648	Botryotinia fuckeliana (strain B05.10)	263	PF00565	130..239	
A0A384L946	unreviewed	Tudor staphylococcal nuclease, putative	5851	Plasmodium knowlesi (strain H)	1067	PF00565	33..137,279..374,725..814	
A0A388K3G7	unreviewed	Ribonuclease	69332	Chara braunii	1024	PF00565	36..143,297..389,661..759,910..1014	
A0A388KJQ2	unreviewed	TNase-like domain-containing protein	69332	Chara braunii	768	PF00565	657..751	
A0A392N0G5	unreviewed	Tudor domain-containing protein	97028	Trifolium medium	190	PF00565	61..167	
A0A392NF44	unreviewed	TNase-like domain-containing protein	97028	Trifolium medium	133	PF00565	21..115	
A0A392NZ18	unreviewed	TNase-like domain-containing protein	97028	Trifolium medium	136	PF00565	48..106	
A0A394D7V7	unreviewed	Ribonuclease	3871	Lupinus angustifolius	984	PF00565	40..147,266..361,614..712,859..965	
A0A395GTY1	unreviewed	Probable endonuclease LCL3	1448316	Aspergillus ibericus CBS 121593	883	PF00565	201..306,345..455,513..618,781..876	
A0A395H5T3	unreviewed	Probable endonuclease LCL3	1448316	Aspergillus ibericus CBS 121593	287	PF00565	136..254	
A0A395HKN1	unreviewed	Probable endonuclease LCL3	1450537	Aspergillus homomorphus (strain CBS 101889)	293	PF00565	143..260	
A0A395HYV9	unreviewed	Probable endonuclease LCL3	1450537	Aspergillus homomorphus (strain CBS 101889)	883	PF00565	201..306,346..456,514..619,781..876	
A0A395J5M5	unreviewed	Probable endonuclease LCL3	38457	Monilinia fructigena	753	PF00565	154..261,281..347,424..513	
A0A395MF05	unreviewed	Probable endonuclease LCL3	2675880	Fusarium flagelliforme	271	PF00565	138..247	
A0A395MXU4	unreviewed	Probable endonuclease LCL3	2675880	Fusarium flagelliforme	885	PF00565	32..139,198..304,342..452,510..615	
A0A395NP42	unreviewed	Probable endonuclease LCL3	490622	Trichoderma arundinaceum	885	PF00565	32..141,198..304,342..452,510..615	
A0A395NP59	unreviewed	Probable endonuclease LCL3	490622	Trichoderma arundinaceum	263	PF00565	131..240	
A0A395RQ78	unreviewed	Probable endonuclease LCL3	5514	Fusarium sporotrichioides	269	PF00565	136..245	
A0A395RY41	unreviewed	Probable endonuclease LCL3	694270	Fusarium longipes	266	PF00565	133..242	
A0A395S6J5	unreviewed	Probable endonuclease LCL3	5514	Fusarium sporotrichioides	885	PF00565	32..139,198..304,342..452,510..615	
A0A395SZD6	unreviewed	Probable endonuclease LCL3	694270	Fusarium longipes	885	PF00565	32..139,198..304,342..452,510..615	
A0A396ZZT3	unreviewed	TNase-like domain-containing protein	112090	Aphanomyces astaci	258	PF00565	38..145	
A0A397APU0	unreviewed	Tudor domain-containing protein	112090	Aphanomyces astaci	641	PF00565	97..225,287..394,539..632	
A0A397GWC7	unreviewed	Probable endonuclease LCL3	1245748	Aspergillus turcosus	296	PF00565	147..264	
A0A397HEA7	unreviewed	Probable endonuclease LCL3	41047	Aspergillus thermomutatus	885	PF00565	200..306,347..457,515..620,822..878	
A0A397HTJ8	unreviewed	Probable endonuclease LCL3	41047	Aspergillus thermomutatus	296	PF00565	147..264	
A0A397IU10	unreviewed	Endonuclease lcl3	1348612	Diversispora epigaea	871	PF00565	35..141,199..308,348..456,520..617,758..858	
A0A397L4Y7	unreviewed	TNase-like domain-containing protein	3711	Brassica campestris	195	PF00565	117..186	
A0A397T1A7	unreviewed	Transcription factor	658196	Glomus cerebriforme	876	PF00565	34..144,202..312,351..459,519..623,770..866	
A0A397VW32	unreviewed	Transcription factor	44941	Gigaspora rosea	882	PF00565	34..142,202..311,350..459,519..625,774..868	
